|,id,name,rating,ratings,vicinity,geometry__location__lat,geometry__location__lng,geometry__viewport,geometry__viewport__lat,geometry__viewport__lng,website,address,city,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009
ChIJzaIjWbjAwoARS64THhoTenQ,ChIJzaIjWbjAwoARS64THhoTenQ,"Orisha N. Osborne, LMFT",,,"3930 Los Feliz Boulevard, Los Angeles",34.1130756,-118.2778316,northeast,34.11462943,-118.2765378,http://www.starsinc.com/,3930 Los Feliz Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJcTv_GnDGwoARjgK-q8FEeew,ChIJcTv_GnDGwoARjgK-q8FEeew,Color ≠ BW,,,"3288 Lowry Road, Los Angeles",34.112844,-118.278911,northeast,34.11419168,-118.2776563,,3288 Lowry Road, Los Angeles,90027,,,,,,,,,
ChIJzaIjWbjAwoAR67Q1hTm9nls,ChIJzaIjWbjAwoAR67Q1hTm9nls,Pierre Comtois Photography,,,"3930 Los Feliz Boulevard, Los Angeles",34.1130756,-118.2778316,northeast,34.11462943,-118.2765378,http://www.pierrecomtois.com/,3930 Los Feliz Boulevard, Los Angeles,90027,,,,,,,,,
ChIJ2TB8nEcpw4ARBQC8rbbVDew,ChIJ2TB8nEcpw4ARBQC8rbbVDew,Earthling Arts,,,"3901 Los Feliz Boulevard #113, Los Angeles",34.1138403,-118.2775581,northeast,34.11526203,-118.275932,http://www.earthlingarts.com/,3901 Los Feliz Boulevard #113, Los Angeles,90027,,,,,,,,,
ChIJ221xkrjAwoAR-cU2Sgt9vhM,ChIJ221xkrjAwoAR-cU2Sgt9vhM,Tarike Service Group Inc,,,"3901 Los Feliz Boulevard, Los Angeles",34.1139919,-118.2775174,northeast,34.11533213,-118.2759116,,3901 Los Feliz Boulevard, Los Angeles,90027,,,,,,,,,
ChIJzaIjWbjAwoART7gnGEnaCLo,ChIJzaIjWbjAwoART7gnGEnaCLo,La Temps,,,"3930 Los Feliz Boulevard # 206, Los Angeles",34.1131788,-118.2780036,northeast,34.11467008,-118.2766861,,3930 Los Feliz Boulevard # 206, Los Angeles,90027,,,,,,,,,
ChIJa01SVrjAwoARdHwStbJuid8,ChIJa01SVrjAwoARdHwStbJuid8,Los Feliz Notary,4.7,3,"3950 Los Feliz Boulevard #206, Los Angeles",34.1129137,-118.2783755,northeast,34.11451138,-118.2770723,,3950 Los Feliz Boulevard #206, Los Angeles,90027,finance,,,,,,,,
ChIJ705MZrjAwoARwJ9CVU9S3Y0,ChIJ705MZrjAwoARwJ9CVU9S3Y0,The Hair and Makeup Artist Network,3.9,11,"Griffith Park Boulevard, Los Angeles",34.1130081,-118.2772332,northeast,34.11435273,-118.2758668,http://hmartistsnetwork.com/,Griffith Park Boulevard, Los Angeles,90027,hair_care,,,,,,,,
ChIJR5xBerjAwoARd5o9oiKWJLw,ChIJR5xBerjAwoARd5o9oiKWJLw,Golan's Moving and Storage,1,2,"3346 Griffith Park Boulevard, Los Angeles",34.1133155,-118.27692,northeast,34.11464328,-118.2756895,,3346 Griffith Park Boulevard, Los Angeles,90027,moving_company,storage,,,,,,,
ChIJ8YW7YsfAwoARnNP-fWMDAeQ,ChIJ8YW7YsfAwoARnNP-fWMDAeQ,Tommy Johnson Freelance Writer,,,"3844 Los Feliz Boulevard #6, Los Angeles",34.1140619,-118.2762125,northeast,34.11548358,-118.2749191,http://www.tommyjohnsonfreelance.com/,3844 Los Feliz Boulevard #6, Los Angeles,90027,,,,,,,,,
ChIJKzBthrjAwoARk5iajr9aM1U,ChIJKzBthrjAwoARk5iajr9aM1U,Rexdeo Apartments,4,1,Los Angeles,34.1137539,-118.2766875,northeast,34.11504438,-118.2753724,,,Los Angeles,90027,,,,,,,,,
ChIJ8SMywMfAwoAR8tOwKyOKL-8,ChIJ8SMywMfAwoAR8tOwKyOKL-8,Card. Manning House of Prayer for Priests,4.6,14,"3441 Waverly Drive, Los Angeles",34.1129401,-118.2746114,northeast,34.11425473,-118.273203,,3441 Waverly Drive, Los Angeles,90027,,,,,,,,,
ChIJ3RNs78bAwoARdpm6btqmRYQ,ChIJ3RNs78bAwoARdpm6btqmRYQ,Mahesh Management Consultants (MMC),,,"3650 Los Feliz Boulevard, Los Angeles",34.1154278,-118.2723232,northeast,34.11666948,-118.2711305,http://www.consultsmmc.com/contact.html,3650 Los Feliz Boulevard, Los Angeles,90027,,,,,,,,,
ChIJ7-iIH8fAwoARAFRjKTCec4c,ChIJ7-iIH8fAwoARAFRjKTCec4c,Fountain View Apartments,4,9,"3640-3650 Los Feliz Boulevard, Los Angeles",34.115604,-118.2732559,northeast,34.11695538,-118.2719236,http://fountainviewapartments.com/,3640-3650 Los Feliz Boulevard, Los Angeles,90027,,,,,,,,,
ChIJpR4foLrAwoAR3ivQ-AZiCCA,ChIJpR4foLrAwoAR3ivQ-AZiCCA,Preferred Realty & Loan,,,"4428 Price Street, Los Angeles",34.1084011,-118.2862218,northeast,34.10985268,-118.2848731,http://www.skyminor.com/,4428 Price Street, Los Angeles,90027,real_estate_agency,,,,,,,,
ChIJvQK0drDAwoARo1J1R9NDw-0,ChIJvQK0drDAwoARo1J1R9NDw-0,Goodfellas Vending,,,"4414 Price Street, Los Angeles",34.1084415,-118.2857961,northeast,34.10987313,-118.2844472,,4414 Price Street, Los Angeles,90027,,,,,,,,,
ChIJV-KoroLBwoARPxshECSXILo,ChIJV-KoroLBwoARPxshECSXILo,Memory Glenn,,,"4430 Price Street, Los Angeles",34.1083566,-118.2863957,northeast,34.10983028,-118.2850471,,4430 Price Street, Los Angeles,90027,,,,,,,,,
ChIJ3agfC7DAwoAREa13kOM9VuA,ChIJ3agfC7DAwoAREa13kOM9VuA,Comment Builders,,,"4430 Price Street, Los Angeles",34.1083566,-118.2863957,northeast,34.10983028,-118.2850471,,4430 Price Street, Los Angeles,90027,general_contractor,,,,,,,,
ChIJJ-XqusDBwoARCFDVn8MDXQ8,ChIJJ-XqusDBwoARCFDVn8MDXQ8,Joshua's Sliding Doors,5,6,"4342 Price Street, Los Angeles",34.1088502,-118.2845002,northeast,34.11030733,-118.2831527,,4342 Price Street, Los Angeles,90027,,,,,,,,,
ChIJXanoX7DAwoARDDuro2m74aI,ChIJXanoX7DAwoARDDuro2m74aI,Basanti Commission,,,"1970 North Commonwealth Avenue, Los Angeles",34.107562,-118.2849341,northeast,34.10891093,-118.2837464,,1970 North Commonwealth Avenue, Los Angeles,90027,,,,,,,,,
ChIJ73DZEXTBwoARF-gY3vszHgI,ChIJ73DZEXTBwoARF-gY3vszHgI,The Livingston's Garage,5,1,"4434 Price Street, Los Angeles",34.1081955,-118.2865269,northeast,34.10974963,-118.2851785,,4434 Price Street, Los Angeles,90027,night_club,bar,,,,,,,
ChIJ-7S8OLDAwoAReygbltRrg-g,ChIJ-7S8OLDAwoAReygbltRrg-g,ESL English Second Langauge Classes Los Angeles,3,1,"4450 Clarissa Avenue Ste. 1, Los Angeles",34.1067977,-118.2863529,northeast,34.10818243,-118.2850036,http://www.strommentutoring.com/english-second-language-accent-coaching-reduction-los-angeles.html,4450 Clarissa Avenue Ste. 1, Los Angeles,90027,,,,,,,,,
ChIJgbl_IrDAwoAROfmueZRa_MY,ChIJgbl_IrDAwoAROfmueZRa_MY,Richard Hoover,,,"1954 Hillhurst Avenue, Los Angeles",34.1070084,-118.287202,northeast,34.10837638,-118.2859712,http://www.richardhooverdesign.com/contact.html,1954 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJgbl_IrDAwoAR0VBhdMXR6_8,ChIJgbl_IrDAwoAR0VBhdMXR6_8,青少年人權協會,,,"1954 Hillhurst Avenue, Los Angeles",34.1070084,-118.287202,northeast,34.10837638,-118.2859712,http://www.youthforhumanrights.tw/contact.html,1954 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJj6x1KG7BwoAR_GiSiG_FaTo,ChIJj6x1KG7BwoAR_GiSiG_FaTo,KLM Sinat,5,1,"1991 Rosalia Road, Los Angeles",34.1067505,-118.2862723,northeast,34.10809953,-118.2849479,,1991 Rosalia Road, Los Angeles,90027,,,,,,,,,
ChIJ-7S8OLDAwoAR54Gs1xFEag0,ChIJ-7S8OLDAwoAR54Gs1xFEag0,Strommen,,,"4450 Clarissa Avenue Ste. 3, Los Angeles",34.1068034,-118.2864254,northeast,34.10818553,-118.2850761,http://satlosangeles.com/,4450 Clarissa Avenue Ste. 3, Los Angeles,90027,,,,,,,,,
ChIJs5pKQdjBwoARCqM7Lunk_Sk,ChIJs5pKQdjBwoARCqM7Lunk_Sk,"Dr. Antonio M. Dorian, DDS",,,"1934 Rosalia Road, Los Angeles",34.106426,-118.285997,northeast,34.10777488,-118.2848168,,1934 Rosalia Road, Los Angeles,90027,doctor,health,,,,,,,
ChIJVR7vU7DAwoARLtXe_ZAg74U,ChIJVR7vU7DAwoARLtXe_ZAg74U,Hvk Plumbing & Rooter Co,1,1,"1937 North Commonwealth Avenue, Los Angeles",34.1064478,-118.2855064,northeast,34.10779698,-118.2840319,,1937 North Commonwealth Avenue, Los Angeles,90027,plumber,,,,,,,,
ChIJ6xszrbHAwoARq2dMPeT17f0,ChIJ6xszrbHAwoARq2dMPeT17f0,Glory Flooded Carpet,,,"1927 North Commonwealth Avenue, Los Angeles",34.1061805,-118.285427,northeast,34.10752943,-118.2839923,,1927 North Commonwealth Avenue, Los Angeles,90027,general_contractor,,,,,,,,
ChIJvclZL7DAwoAR9LXL_yLyQmc,ChIJvclZL7DAwoAR9LXL_yLyQmc,Chabad Jewish Center,,,Los Angeles,34.1064525,-118.2869458,northeast,34.10780068,-118.2855978,,,Los Angeles,90027,,,,,,,,,
ChIJPddWCrLAwoARyz7m-xvqNhg,ChIJPddWCrLAwoARyz7m-xvqNhg,Jackie Shapin Therapy,5,3,"1934 1/4 Hillhurst Avenue, Los Angeles",34.1064152,-118.2869246,northeast,34.10776498,-118.2855995,http://jackieshapintherapy.com/,1934 1/4 Hillhurst Avenue, Los Angeles,90027,health,,,,,,,,
ChIJp9igJrDAwoAR60W-uLPvRk8,ChIJp9igJrDAwoAR60W-uLPvRk8,Lala Casting,,,"1938 Hillhurst Avenue, Los Angeles",34.1065743,-118.2871264,northeast,34.10794548,-118.2857776,,1938 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJG6Bio4PBwoARgSoB_kHpvK4,ChIJG6Bio4PBwoARgSoB_kHpvK4,Jennifer Ricchiazzi Casting,,,"1938 Hillhurst Avenue, Los Angeles",34.1065743,-118.2871265,northeast,34.10794548,-118.2857777,,1938 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJM-AeI_rBwoARDqXOKodKyK4,ChIJM-AeI_rBwoARDqXOKodKyK4,"SEND TO: 241 N Chambers St Apt#2, Galesburg, IL 61401",,,"34.106983, -118.287167, Los Angeles",34.106989,-118.2871986,northeast,34.10836668,-118.2859695,,34.106983,-118.287167,90027,clothing_store,store,,,,,,,
ChIJNeaZICS5woAR_NRBzZ4Ai6I,ChIJNeaZICS5woAR_NRBzZ4Ai6I,Los Feliz House Painting,4.8,35,"1954 Hillhurst Avenue, Los Angeles",34.10696,-118.287205,northeast,34.10835218,-118.2859727,https://los-feliz-house-painting.business.site/,1954 Hillhurst Avenue, Los Angeles,90027,painter,,,,,,,,
ChIJgbl_IrDAwoARYXcKNB_husY,ChIJgbl_IrDAwoARYXcKNB_husY,beyondform,,,"1954 Hillhurst Avenue #119, Los Angeles",34.1070084,-118.287202,northeast,34.10837638,-118.2859712,http://beyondform.com/contact/,1954 Hillhurst Avenue #119, Los Angeles,90027,,,,,,,,,
ChIJRb2BIrDAwoAR5_4vSVmeSKs,ChIJRb2BIrDAwoAR5_4vSVmeSKs,Real Estate Silver Lake,4,1,"1954 Hillhurst Avenue, Los Angeles",34.1070084,-118.287202,northeast,34.10837638,-118.2859712,http://www.skyminor.com/,1954 Hillhurst Avenue, Los Angeles,90027,real_estate_agency,,,,,,,,
ChIJS7l266vBwoARO_BEHXcEamM,ChIJS7l266vBwoARO_BEHXcEamM,Buy Custom Logo,5,14,"1912 Rosalia Road, Los Angeles",34.105877,-118.285995,northeast,34.10722588,-118.2848155,https://www.buycustomlogo.com/,1912 Rosalia Road, Los Angeles,90027,,,,,,,,,
ChIJYRGQXLHBwoARqxdkuT5DecA,ChIJYRGQXLHBwoARqxdkuT5DecA,Kaza International,,,"1934 Hillhurst Avenue, Los Angeles",34.1064548,-118.2871326,northeast,34.10776413,-118.2857832,http://www.kazaintl.com/,1934 Hillhurst Avenue, Los Angeles,90027,real_estate_agency,,,,,,,,
ChIJ8SJsJbDAwoARCRLDp_OhuL4,ChIJ8SJsJbDAwoARCRLDp_OhuL4,PLG ESTATES : Isis Luna,,,"1934 Hillhurst Avenue, Los Angeles",34.1064548,-118.2871326,northeast,34.10776413,-118.2857832,,1934 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJYT5fH8LBwoARlv5bGI4NskQ,ChIJYT5fH8LBwoARlv5bGI4NskQ,"Jojo Steinberg, Corcoran Global Living",5,8,"1934 Hillhurst Avenue, Los Angeles",34.1064548,-118.2871326,northeast,34.10776413,-118.2857832,https://www.jojosteinberg.co/,1934 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJCUAxGAHBwoARzq6FWHiKevA,ChIJCUAxGAHBwoARzq6FWHiKevA,EAO The Realtor,,,"1934 Hillhurst Avenue, Los Angeles",34.1064548,-118.2871326,northeast,34.10776413,-118.2857832,https://eddieaorellana.wixsite.com/eaotherealtor,1934 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJ8SJsJbDAwoARLIOYz6rnJfU,ChIJ8SJsJbDAwoARLIOYz6rnJfU,Keith Kurlander - PLG Estates,,,"1934 Hillhurst Avenue, Los Angeles",34.1064548,-118.2871326,northeast,34.10776413,-118.2857832,http://www.keithkurlander.biz/,1934 Hillhurst Avenue, Los Angeles,90027,real_estate_agency,,,,,,,,
ChIJz0EYv6nBwoAR7zAL4G6S3UA,ChIJz0EYv6nBwoAR7zAL4G6S3UA,Sandra Vidal Estates,,,"1934 Hillhurst Avenue, Los Angeles",34.1064548,-118.2871326,northeast,34.10776413,-118.2857832,http://www.sandravidalestates.com/,1934 Hillhurst Avenue, Los Angeles,90027,,,,,,,,,
ChIJe5CkzBDBwoARrGXqSwRIOhw,ChIJe5CkzBDBwoARrGXqSwRIOhw,Dusan Lazarevic,,,"1915 North Commonwealth Avenue, Los Angeles",34.1058982,-118.2855074,northeast,34.10724708,-118.2840326,,1915 North Commonwealth Avenue, Los Angeles,90027,,,,,,,,,
ChIJl2ZiJbDAwoARU6A4DAf7RdM,ChIJl2ZiJbDAwoARU6A4DAf7RdM,Vanguard Tax Relief,4.6,11,"1932 Hillhurst Avenue, Los Angeles",34.1063959,-118.287136,northeast,34.10775598,-118.2857872,https://www.vanguardtaxrelief.com/,1932 Hillhurst Avenue, Los Angeles,90027,lawyer,accounting,finance,,,,,,
ChIJF8RZJbDAwoARo3Dnd_2lb3A,ChIJF8RZJbDAwoARo3Dnd_2lb3A,Fidelity One Lending,,,"1932 Hillhurst Avenue, Los Angeles",34.1063959,-118.287136,northeast,34.10775598,-118.2857872,,1932 Hillhurst Avenue, Los Angeles,90027,finance,,,,,,,,
ChIJF8RZJbDAwoARjMD9Le9IGYA,ChIJF8RZJbDAwoARjMD9Le9IGYA,Meher Der Ohanessian Financial,5,5,"1932 Hillhurst Avenue, Los Angeles",34.1063959,-118.287136,northeast,34.10775598,-118.2857872,,1932 Hillhurst Avenue, Los Angeles,90027,accounting,finance,,,,,,,
ChIJgbl_IrDAwoARjm3IDmuUfDQ,ChIJgbl_IrDAwoARjm3IDmuUfDQ,Jeni's Splendid Ice Creams,4.6,680,"1954 Hillhurst Avenue, Los Angeles",34.1069782,-118.287284,northeast,34.10836128,-118.2860122,https://jenis.com/scoop-shops/jenis-los-feliz/,1954 Hillhurst Avenue, Los Angeles,90027,food,store,,,,,,,
ChIJhaHamOC4woARh0UhOiqlyEw,ChIJhaHamOC4woARh0UhOiqlyEw,Dandy Painting Company,3,1,"2159 Cedarhurst Drive, Los Angeles",34.1106088,-118.283274,northeast,34.11196388,-118.2820358,http://www.dandypaintingco.net/,2159 Cedarhurst Drive, Los Angeles,90027,painter,general_contractor,,,,,,,
ChIJAQDwQ7rAwoARbCztQExnB5Q,ChIJAQDwQ7rAwoARbCztQExnB5Q,Sue Wong,,,"4310 Cedarhurst Circle, Los Angeles",34.1107125,-118.2837694,northeast,34.11209073,-118.2823526,https://www.suewong.com/contact,4310 Cedarhurst Circle, Los Angeles,90027,,,,,,,,,
ChIJZWGMc7rAwoARWQfQHN6y4sQ,ChIJZWGMc7rAwoARWQfQHN6y4sQ,Idiom Limited,,,"4312 Ambrose Avenue, Los Angeles",34.1095593,-118.2836314,northeast,34.11097963,-118.2822827,,4312 Ambrose Avenue, Los Angeles,90027,,,,,,,,,
ChIJCVygwrnAwoARzsn0VjLLQQA,ChIJCVygwrnAwoARzsn0VjLLQQA,Ben Lomond Place Apartments,5,2,"3400 Ben Lomond Place, Los Angeles",34.1107299,-118.2805805,northeast,34.11214953,-118.2792495,,3400 Ben Lomond Place, Los Angeles,90027,,,,,,,,,
ChIJVVUl3bnAwoARZjK0wU80hWs,ChIJVVUl3bnAwoARZjK0wU80hWs,SLG Communications,,,"3400 Ben Lomond Place, Los Angeles",34.1106198,-118.2802981,northeast,34.11209448,-118.2791083,https://slgcomms.com/contact/,3400 Ben Lomond Place, Los Angeles,90027,,,,,,,,,
ChIJFcHtETnBwoARTDYTAPwIhtg,ChIJFcHtETnBwoARTDYTAPwIhtg,"Club Z! In-Home & Online Tutoring of Hollywood, CA",,,"3400 Ben Lomond Place # 310, Los Angeles",34.1106198,-118.2802981,northeast,34.11209448,-118.2791083,https://clubztutoring.com/Hollywood-CA/,3400 Ben Lomond Place # 310, Los Angeles,90027,,,,,,,,,
ChIJAQBULbjAwoARTgJNMRa0cUI,ChIJAQBULbjAwoARTgJNMRa0cUI,Kevin Henderson Photography,,,"3359 Rowena Avenue, Los Angeles",34.1109764,-118.2789507,northeast,34.11221888,-118.2776116,https://kevinhendersonphoto.com/contact,3359 Rowena Avenue, Los Angeles,90027,,,,,,,,,
ChIJ__8PzLnAwoAR_cf7kGCYV9g,ChIJ__8PzLnAwoAR_cf7kGCYV9g,Nobody Productions,4,1,"3373 Rowena Avenue, Los Angeles",34.1111908,-118.2792932,northeast,34.11239668,-118.2780312,http://www.nobodyproductions.com/contactus.htm,3373 Rowena Avenue, Los Angeles,90027,,,,,,,,,
ChIJAQC0TrjAwoARyqlYcvk1KJU,ChIJAQC0TrjAwoARyqlYcvk1KJU,Charles Credaroli,,,"3327 Wood Terrace, Los Angeles",34.1120789,-118.2785396,northeast,34.11342228,-118.2771266,http://www.credaroli.com/contact,3327 Wood Terrace, Los Angeles,90027,finance,,,,,,,,
ChIJGY51VjjBwoARRbS3MsBFW6s,ChIJGY51VjjBwoARRbS3MsBFW6s,Loyalty Kitchen remodeling Canyon Country,,,"3341 1/2 Rowena Avenue #143, Los Angeles",34.111313,-118.278442,northeast,34.11241443,-118.2770533,,3341 1/2 Rowena Avenue #143, Los Angeles,90027,home_goods_store,general_contractor,store,,,,,,
ChIJG7bpN7jAwoAR3kXsqBt-LiU,ChIJG7bpN7jAwoAR3kXsqBt-LiU,John Gibson Photography-Video,,,"3346 Wood Terrace, Los Angeles",34.1118274,-118.2782655,northeast,34.11313058,-118.2769106,,3346 Wood Terrace, Los Angeles,90027,,,,,,,,,
ChIJwXpcfuDBwoARsLAxdBZwZ20,ChIJwXpcfuDBwoARsLAxdBZwZ20,Kaitlin Parry Photography,5,5,"3311 Rowena Avenue # 4, Los Angeles",34.1112244,-118.2775576,northeast,34.11241703,-118.2761842,http://www.kaitlinparry.com/,3311 Rowena Avenue # 4, Los Angeles,90027,,,,,,,,,
ChIJRa8KIrjAwoARbP46RIBzroU,ChIJRa8KIrjAwoARbP46RIBzroU,Park Plaza,5,5,"3311 Rowena Avenue, Los Angeles",34.1111131,-118.2775136,northeast,34.11236278,-118.2761491,,3311 Rowena Avenue, Los Angeles,90027,,,,,,,,,
ChIJr_5XI7jAwoARIAwTsMqfLp4,ChIJr_5XI7jAwoARIAwTsMqfLp4,Lorimi Apartments,,,"3321 Rowena Avenue, Los Angeles",34.1111957,-118.2778898,northeast,34.11238468,-118.2765151,,3321 Rowena Avenue, Los Angeles,90027,,,,,,,,,
ChIJAQCU98fAwoARtn8pQrD7lEg,ChIJAQCU98fAwoARtn8pQrD7lEg,Waverly Music,,,"3455 Waverly Drive, Los Angeles",34.1118094,-118.2759361,northeast,34.11309338,-118.2743551,,3455 Waverly Drive, Los Angeles,90027,,,,,,,,,
ChIJVVVBwcfAwoARcZ8fLvSkIiM,ChIJVVVBwcfAwoARcZ8fLvSkIiM,hyperdrive,,,"3404 Waverly Drive, Los Angeles",34.11254,-118.2742917,northeast,34.11394818,-118.2730125,http://hyperdrive-ent.com/,3404 Waverly Drive, Los Angeles,90027,,,,,,,,,
ChIJawoZypTBwoAR0p2Wc6t2LcY,ChIJawoZypTBwoAR0p2Wc6t2LcY,Leno/Rosemary Labianca House,3.7,3,"3301 Waverly Drive, Los Angeles",34.113865,-118.2731498,northeast,34.11503053,-118.2718212,,3301 Waverly Drive, Los Angeles,90027,,,,,,,,,
ChIJc2CUJ8bAwoARzwXxnIsMNT4,ChIJc2CUJ8bAwoARzwXxnIsMNT4,Naomi Sanders | Landscape Design,5,1,"2921 Maxwell Street, Los Angeles",34.111794,-118.272295,northeast,34.11308283,-118.2708772,http://www.naomisanders.com/,2921 Maxwell Street, Los Angeles,90027,general_contractor,,,,,,,,
ChIJ9UWdTs_AwoAR36GwfSGoLzo,ChIJ9UWdTs_AwoAR36GwfSGoLzo,Beautiful Noise Public Relations,,,"3118 Waverly Drive, Los Angeles",34.1117908,-118.2698342,northeast,34.11324933,-118.2683266,http://beautifulnoisepr.com/index.php/site/contact/,3118 Waverly Drive, Los Angeles,90027,,,,,,,,,
ChIJLamfhcjAwoARxf1yVrTjIpo,ChIJLamfhcjAwoARxf1yVrTjIpo,Arpa Foundation For Film Music,,,"2919 Maxwell Street, Los Angeles",34.111446,-118.272654,northeast,34.11275168,-118.2712544,http://affma.org/contact/contact/,2919 Maxwell Street, Los Angeles,90027,,,,,,,,,
ChIJgR8RIVTHwoARHoXvpHrUkAc,ChIJgR8RIVTHwoARHoXvpHrUkAc,Professional Electrical Service LLC,5,5,"3032 Saint George Street, Los Angeles",34.1116099,-118.2724397,northeast,34.11295888,-118.2710907,,3032 Saint George Street, Los Angeles,90027,electrician,,,,,,,,
ChIJtV4czxbBwoAREk1IAjawzPA,ChIJtV4czxbBwoAREk1IAjawzPA,Rowena Reservoir,,,"Rowena Reservoir, Los Angeles",34.1105571,-118.2724531,northeast,34.11190608,-118.2711041,,Rowena Reservoir, Los Angeles,90027,,,,,,,,,
ChIJJxHIH5TBwoARE_7lGc7RPpE,ChIJJxHIH5TBwoARE_7lGc7RPpE,Dan Frederickson,5,1,"2929 Saint George Street Apt 8, Los Angeles",34.1104767,-118.2731716,northeast,34.11177993,-118.2717689,http://danfrederickson.shop/,2929 Saint George Street Apt 8, Los Angeles,90027,,,,,,,,,
ChIJLRLIX9LAwoARXK5q-rctk8g,ChIJLRLIX9LAwoARXK5q-rctk8g,Justine Serebrin - INTUITIVE TATTOOS + ART + HEALING,,,"3182 Rowena Avenue, Los Angeles",34.1107996,-118.2740013,northeast,34.11226113,-118.2726256,http://www.justineserebrin.com/,3182 Rowena Avenue, Los Angeles,90027,,,,,,,,,
ChIJwXr_98jAwoAR50FE-pN5frc,ChIJwXr_98jAwoAR50FE-pN5frc,Isles of Charm,2.5,2,"2916 Saint George Street #101, Los Angeles",34.1100016,-118.2732793,northeast,34.11140453,-118.2719938,http://www.isles-apt.rentals/,2916 Saint George Street #101, Los Angeles,90027,,,,,,,,,
ChIJB9IMNsjAwoAR8BykXhVhVMc,ChIJB9IMNsjAwoAR8BykXhVhVMc,Legion CSI,,,"2813 Saint George Street, Los Angeles",34.1093235,-118.2748398,northeast,34.11057803,-118.2733802,,2813 Saint George Street, Los Angeles,90027,store,,,,,,,,
ChIJ52aWV8jAwoARF3Z-FC9cjgU,ChIJ52aWV8jAwoARF3Z-FC9cjgU,Chateau Isles of Charm,,,"2918 Saint George Street, Los Angeles",34.1097899,-118.273246,northeast,34.11125408,-118.2720325,http://www.isles-apt.rentals/,2918 Saint George Street, Los Angeles,90027,,,,,,,,,
ChIJc8zgAAXBwoARyjMjziBbFjE,ChIJc8zgAAXBwoARyjMjziBbFjE,Rowena Manor,,,"3312-3318, Rowena Avenue, Los Angeles",34.1107072,-118.2773063,northeast,34.11216738,-118.2759747,,3312-3318, Rowena Avenue,90027,,,,,,,,,
ChIJEcguTULBwoARTVtWpsK4T7g,ChIJEcguTULBwoARTVtWpsK4T7g,Rowena Park,,,"3320-3346, Rowena Avenue, Los Angeles",34.110376,-118.277978,northeast,34.11196293,-118.2766674,,3320-3346, Rowena Avenue,90027,,,,,,,,,
ChIJd8yr07nAwoARpeDQPqXbCjI,ChIJd8yr07nAwoARpeDQPqXbCjI,Rowena Apartments,,,"3360 Rowena Avenue, Los Angeles",34.1104279,-118.2791824,northeast,34.11195278,-118.2777818,https://www.rowenaavenueapts.com/,3360 Rowena Avenue, Los Angeles,90027,,,,,,,,,
ChIJRzaZSfS9woARkxBqY72uPFY,ChIJRzaZSfS9woARkxBqY72uPFY,"Adele House, MFT",5,2,"4311 Finley Avenue, Los Angeles",34.107969,-118.283567,northeast,34.10918883,-118.2822175,http://www.awarenesstherapy.com/,4311 Finley Avenue, Los Angeles,90027,health,,,,,,,,
ChIJq6o2n7DAwoAReoec_Bdjwpo,ChIJq6o2n7DAwoAReoec_Bdjwpo,Anton Consulting,,,"4312 Price Street, Los Angeles",34.108927,-118.2834725,northeast,34.11034718,-118.2821235,,4312 Price Street, Los Angeles,90027,,,,,,,,,
ChIJeaQTu7DAwoARONpYVMFQbFk,ChIJeaQTu7DAwoARONpYVMFQbFk,Chuy's Tile Works,,,"2030 Talmadge Street, Los Angeles",34.1086267,-118.2828882,northeast,34.10997568,-118.2816346,,2030 Talmadge Street, Los Angeles,90027,general_contractor,,,,,,,,
ChIJIz3alLDAwoARo7OGVPAQohw,ChIJIz3alLDAwoARo7OGVPAQohw,Hallie Cameron,,,"4311 Finley Avenue, Los Angeles",34.107969,-118.283567,northeast,34.10918883,-118.2822175,http://halliecameron.com/contact.html,4311 Finley Avenue, Los Angeles,90027,,,,,,,,,
ChIJbVa_JbfAwoAR6Vtsn4zrDk4,ChIJbVa_JbfAwoAR6Vtsn4zrDk4,Allegro Publishing,4,1,"4129 Holly Knoll Drive, Los Angeles",34.1077834,-118.2810061,northeast,34.10905963,-118.2796495,,4129 Holly Knoll Drive, Los Angeles,90027,,,,,,,,,
ChIJF9Pji2zBwoAR1kj365FLcNg,ChIJF9Pji2zBwoAR1kj365FLcNg,Bright Speech LA,,,"North Hoover Street, Los Angeles",34.1068752,-118.2841505,northeast,34.10819223,-118.2828012,http://www.brightspeechla.com/,North Hoover Street, Los Angeles,90027,health,,,,,,,,
ChIJlzqnfUW_woARBKj-7RdaIm0,ChIJlzqnfUW_woARBKj-7RdaIm0,DIY Digital,,,"4323 Clarissa Avenue, Los Angeles",34.1070539,-118.2839821,northeast,34.10831378,-118.2826321,http://diy-digital.com/,4323 Clarissa Avenue, Los Angeles,90027,electronics_store,home_goods_store,store,,,,,,
