,account_num,business_name,street_address,city,zip_code,location_start_date,location_end_date,lat,long
11058,0002370100-0001-7,FALLEN LEAF INC,12400 Wilshire Blvd Suite #1275,Los Angeles,90025,2000-01-24,,34.0418,-118.4702
11059,0003037924-0001-1,HENRY DELGADO,731 E Adams Blvd,Los Angeles,90011,2017-01-01,,34.0214,-118.2601
11060,0002305910-0001-8,STANLEY DAVIS AND JORDAN OSTROW,4400 Clarissa Avenue,Los Angeles,90027,1990-01-01,,34.1068,-118.2852
11061,0002517502-0001-2,MLA SPORTS LLC,11100 Santa Monica Blvd Suite #2000,Los Angeles,90025,2004-10-22,,34.0475,-118.4443
11062,0002424638-0001-8,THOMAS BITTIKOFFER,1818 Kelton Avenue #105,Los Angeles,90025,2007-01-01,,34.0485,-118.4384
11063,0003033658-0001-7,SAWTELLE PEARL LLC,11061 Santa Monica Blvd,Los Angeles,90025,2018-01-01,,34.048,-118.4436
11064,0002960270-0001-7,"RP9, LLC",1854 Sawtelle Blvd,Los Angeles,90025,2013-11-22,,34.0428,-118.4448
11065,0002342165-0001-7,JOSE SANCHEZ / MARGARITA IDALIA SANCHEZ,418 E 32Nd Street,Los Angeles,90011,2005-01-01,,34.0185,-118.2678
11066,0000389718-0001-9,STEVEN DONALD RAFTER,5205 Hollywood Blvd Suite #215,Los Angeles,90027,1982-04-27,,34.1017,-118.3036
11067,0002100813-0001-6,ANTHONY STEWART,1938 N Kenmore Avenue,Los Angeles,90027,2004-07-01,,34.1077,-118.2972
11068,0002547883-0001-0,VERITAS PRODUCTIONS INC,11100 Santa Monica Blvd #400,Los Angeles,90025,2010-08-18,,34.0467,-118.4442
11069,0002601591-0001-6,BRIAN P KAMEL APC,12400 Wilshire Blvd #1150,Los Angeles,90025,2011-01-01,,34.0418,-118.4702
11070,0002025968-0001-9,"ADJUDICATE, INC.",11601 Wilshire Blvd #2040,Los Angeles,90025,2004-07-01,,34.0507,-118.4592
11071,0002432359-0001-7,WHIRLWIND PICTURES LLC,1836 Parnell Avenue Unit #107,Los Angeles,90025,1997-02-13,,34.0525,-118.4298
11072,0000684457-0001-4,KIAN DOWLATSHAHI,11645 Wilshire Blvd #980,Los Angeles,90025,1989-01-01,,34.0499,-118.4602
11073,0000753008-0001-7,KENNETH R SCHENK,3640 Los Feliz Blvd #5,Los Angeles,90027,1989-10-02,,34.1156,-118.2733
11074,0000132062-0001-9,SHELLY P HARRELL PHD,10700 Santa Monica Blvd Suite #315,Los Angeles,90025,1990-07-01,,34.0516,-118.4319
11075,0002968316-0001-9,DONE & DUSTED ELECTRONIC INC,12400 Wilshire Blvd Suite #1275,Los Angeles,90025,2017-02-01,,34.0417,-118.4699
11076,0000805598-0001-9,ANTHONY OTERI II,2032 S Beverly Glen Blvd #C,Los Angeles,90025,1999-01-01,,34.0529,-118.4221
11077,0000052637-0001-7,PERFECTION MACHINE/TOOL WORKS/C,1568 E 22Nd Street,Los Angeles,90011,1985-01-01,,34.0178,-118.2463
11078,0002814823-0001-3,BIONIC VENTURES LLC,11620 Wilshire Blvd Floor #9Th,Los Angeles,90025,2014-06-11,,34.0501,-118.46
11079,0002728437-0001-2,MICHAEL MCGUIRE,5453 Norwich Avenue,Los Angeles,90032,2014-04-01,,34.0836,-118.1635
11080,0000017987-0001-1,NOVAK FAMILY PROPERTIES LLC,2014 S Bentley Avenue,Los Angeles,90025,1973-01-01,,34.0432,-118.4392
11081,0002812066-0001-1,EPIC MEDIA LLC,1600 S Westgate Avenue #308,Los Angeles,90025,2014-01-27,,34.0408,-118.4578
11082,0002721565-0001-1,DOLLA SIGN WORLD INC,1570 N Edgemont Street,Los Angeles,90027,2013-09-30,,34.0998,-118.2961
11083,0000108266-0001-8,MACOPA PROPERTIES LLC,1747 N Kingsley Drive,Los Angeles,90027,1976-01-01,,34.1025,-118.3035
11084,0002994352-0001-5,CYNTHIA LORRAINE DIETRICH,1623 S Carmelina Avenue,Los Angeles,90025,2016-05-15,,34.0359,-118.4634
11085,0002727838-0001-2,VIRGILIO MENDEZ AGUILAR,671 E 42Nd Place,Los Angeles,90011,2011-07-01,,34.0065,-118.2635
11086,0002811573-0001-5,MARCO URBINA,3746 Locke Avenue,Los Angeles,90032,2013-09-01,,34.089,-118.1793
11087,0002923997-0001-0,MARTHA GRACE DIETZEL,2123 Rodney Drive #101,Los Angeles,90027,2015-09-15,,34.1106,-118.2898
11088,0003029885-0001-8,EVELIN CORTES,615 E 38Th Street,Los Angeles,90011,2018-01-21,,34.0122,-118.2646
11089,0002217145-0001-1,DOMINGO GARCIA GREGORIO,3207 Griffith Avenue,Los Angeles,90011,2006-11-30,,34.015,-118.2605
11090,0000265674-0001-7,SCOTT J. CORWIN A PROFESSIONAL LAW CORPORATION,11766 Wilshire Blvd #1160,Los Angeles,90025,1992-08-01,,34.0484,-118.462
11091,0002621405-0001-6,OPUS BANK,12301 Wilshire Blvd #150,Los Angeles,90025,2012-03-05,,34.0427,-118.4691
11092,0002037493-0001-7,ANTONIA V RIVERA,606 E 51St Street,Los Angeles,90011,2005-04-26,,33.9965,-118.2646
11093,0002449276-0001-0,NASSER POORMASJEDIAN,2180 Westwood Blvd Suite #1F,Los Angeles,90025,2009-09-01,,34.0441,-118.4319
11094,0003020396-0001-0,LORENA MARTINEZ,3701 Paloma Street,Los Angeles,90011,2017-12-11,,34.0127,-118.2616
11095,0002650211-0001-7,WEGATE TECHNOLOGIES INC,1833 Westholme Avenue Unit #205,Los Angeles,90025,2012-10-15,,34.0538,-118.428
11096,0000011293-0001-5,HENDERSON COMMUNITY CENTER CORP,911 E 25Th Street,Los Angeles,90011,1993-01-01,,34.0206,-118.2567
11097,0002831255-0001-5,GETAWAYCAR PRODUCTIONS LLC,4242 Collis Avenue,Los Angeles,90032,2015-06-15,,34.0957,-118.1805
11098,0002204520-0001-6,ESTHER MORALES,899 E 54Th Street,Los Angeles,90011,2005-03-15,,33.9934,-118.2583
11099,0000898314-0017-1,SPEEDY CASH,123 E Vernon Avenue,Los Angeles,90011,2015-09-01,,34.0038,-118.2733
11100,0000252842-0010-4,SOUTHERN CALIFORNIA GAS CO /C,4619 S Central Avenue,Los Angeles,90011,1985-03-24,,34.0012,-118.2564
11101,0002589931-0001-1,NANCY JUNG,3401 Lowell Avenue,Los Angeles,90032,2010-01-01,,34.085,-118.1623
11102,0002982390-0001-0,STEWART VETERINARY GROUP INC,12241 Wilshire Blvd,Los Angeles,90025,2017-04-17,,34.0431,-118.4693
11103,0002965026-0001-6,ROBERT A ARO,1640 S Carmelina Avenue,Los Angeles,90025,2015-01-01,,34.036,-118.4625
11104,0002756032-0001-1,JARED GRUSZECKI,4622 Prospect Avenue,Los Angeles,90027,2012-01-01,,34.1017,-118.2904
11105,0002266907-0001-6,WESTCO INVESTMENT LLC,1914 Westwood Blvd,Los Angeles,90025,2007-01-01,,34.0479,-118.4352
11106,0002267056-0153-2,REDBOX AUTOMATED RETAIL LLC,5451 W Sunset Blvd,Los Angeles,90027,2010-10-08,,34.0981,-118.3081
11107,0000152997-0001-9,CARL FLIEGELMAN,11656 Nebraska Avenue #3,Los Angeles,90025,2003-12-01,,34.0404,-118.452
11108,0002207981-0001-7,JOSE VILLA,4506 1/2 Avalon Blvd,Los Angeles,90011,2004-07-01,,34.0024,-118.2652
11109,0002108374-0001-0,MARIA GRISELDA VENTURA ARELLANO,226 1/2 E 27Th Street,Los Angeles,90011,2003-01-01,,34.0231,-118.2671
11110,0003070677-0001-3,THAT'S FANTASTIC PRODUCTIONS INC,4429 Prospect Avenue,Los Angeles,90027,2018-09-01,,34.1021,-118.2864
11111,0000707551-0001-1,YOUTH LINK OF AMERICA,4924 Hollywood Blvd #D,Los Angeles,90027,2003-08-01,,34.1017,-118.2968
11112,0000638938-0001-0,GEORGE F DARBY,893 E 51St Street,Los Angeles,90011,1987-03-01,,33.9965,-118.2596
11113,0002889342-0001-6,TTRAIN MUSIC LLC,2315 Observatory Avenue,Los Angeles,90027,2015-09-24,,34.1139,-118.2848
11114,0002703891-0001-1,OLGA V GENERALOVA,1818 Camden Avenue Unit #303,Los Angeles,90025,2013-09-01,,34.0465,-118.4408
11115,0000007848-0041-5,IMPERIAL PARKING INDUSTRIES INC,1990 Westwood Blvd,Los Angeles,90025,2013-10-03,,34.0468,-118.4343
11116,0000450023-0001-3,VICTOR ROMERO,612 E 21St Street,Los Angeles,90011,2001-04-01,,34.0265,-118.2601
11117,0000616624-0001-6,"COMPLETE ESTATES & PROPERTIES, LLC",1864 Talmadge Street,Los Angeles,90027,1999-04-04,,34.1047,-118.283
11118,0003032332-0001-1,MORTIMER POWERLOUNGE INC,4507 Finley Avenue #6,Los Angeles,90027,2017-06-09,,34.108,-118.2878
11119,0002273299-0001-5,BABILAS & ANA MURILLO,1142 E 40Th Place,Los Angeles,90011,1995-03-24,,34.0101,-118.2554
11120,0002629269-0001-8,FEDRECEIVER INC,12121 Wilshire Blvd Suite #1120,Los Angeles,90025,2012-01-11,,34.0439,-118.4676
11121,0002406776-0001-3,KEVIN TEHRANI,11041 Santa Monica Blvd #531,Los Angeles,90025,2008-10-01,,34.0481,-118.4427
11122,0002103317-0001-5,EDDIE CHU,4626 Franklin Avenue,Los Angeles,90027,2000-01-01,,34.1054,-118.2904
11123,0002697889-0001-4,NUNTIKA NOPBUREE,1611 N Hobart Blvd #110,Los Angeles,90027,2010-01-01,,34.1002,-118.3061
11124,0002325231-0001-5,GERARDO CALDERON,622 E 28Th Street,Los Angeles,90011,2008-03-07,,34.0202,-118.2631
11125,0002950541-0001-9,OWL CONSULTING ASSOCIATES INC,12021 Wilshire Blvd Suite #523,Los Angeles,90025,2016-09-01,,34.0454,-118.4661
11126,0000722925-0001-8,THE BILL POPE CO,2501 N Catalina Street,Los Angeles,90027,1998-03-04,,34.1141,-118.2974
11127,0002653373-0001-8,BALMORAL FUNDS LLC,11150 Santa Monica Blvd Suite #825,Los Angeles,90025,2013-01-01,,34.0473,-118.4448
11128,0002901230-0001-1,JAMES PAAT,2619 Stanford Avenue,Los Angeles,90011,2014-01-01,,34.0201,-118.2599
11129,0000256940-0001-3,FRANCIS E GARTLAN/LUCY F GARTLAN,2054 Parnell Avenue,Los Angeles,90025,1991-01-01,,34.0496,-118.4272
11130,0000294694-0001-6,WILLARD LOVE,380 E 56Th Street,Los Angeles,90011,1985-07-27,,33.9915,-118.2679
11131,0000185543-0001-1,MORRIS ARCHITECTS /C,2046 Armacost Avenue,Los Angeles,90025,2007-12-01,,34.0341,-118.4535
11132,0000155057-0001-2,RODRIGUEZ RECYCLING GRUP INC,4363 Avalon Blvd,Los Angeles,90011,2004-02-01,,34.0046,-118.2652
11133,0002971749-0001-1,JENNIFER KRUEGER,3310 Griffith Park Blvd,Los Angeles,90027,2017-01-01,,34.1124,-118.2772
11134,0003116193-0001-2,EMILIANO LOPEZ HERNANDEZ,537 E 31St Street,Los Angeles,90011,2019-01-01,,34.0185,-118.2653
11135,0000475829-0001-5,CRISTINA NARANJO,4167 S Central Avenue,Los Angeles,90011,2001-06-01,,34.0081,-118.2565
11136,0002605039-0001-9,ARIEL GARCIA,482 E 41St Street,Los Angeles,90011,2010-01-01,,34.0091,-118.2663
11137,0000725362-0001-1,ANNA MARIA VOLPI,1853 S Bentley Avenue #102,Los Angeles,90025,2002-10-31,,34.0456,-118.4413
11138,0002676650-0001-6,"ALEXANDRIA TWIN PALMS, LLC",1821 N Alexandria Avenue,Los Angeles,90027,2013-01-01,,34.1039,-118.2983
11139,0002983910-0001-7,BEAR PUNCH PRODUCTION INC,4409 Finley Avenue,Los Angeles,90027,2017-04-10,,34.108,-118.2854
11140,0000902225-0001-9,LIANA DANIELYAN,1542 N Mariposa Avenue,Los Angeles,90027,1999-03-01,,34.0988,-118.2994
11141,0002414692-0001-6,EXPERT MEDICAL AND DENTAL BILLING INC,2031 S Bentley Avenue #307,Los Angeles,90025,2008-05-20,,34.043,-118.439
11142,0002933514-0001-1,CLAUDIA HERNANDEZ FREGOSO,145 E 54Th Street #B,Los Angeles,90011,2014-01-01,,33.9936,-118.2723
11143,0002643491-0001-8,CANDICE AMANDA NUNES,5409 Carlton Way Unit #307,Los Angeles,90027,2011-01-11,,34.1005,-118.3072
11144,0003047337-0001-6,ANDREW R FLORES,731 E 25Th Street #3,Los Angeles,90011,2018-04-09,,34.0222,-118.2596
11145,0000051711-0001-3,FRANK CLAYMAN-COOK PSYCHOLOGIST INC,10444 Santa Monica Blvd #403,Los Angeles,90025,1998-01-01,,34.0562,-118.4254
11146,0003061540-0001-3,"GEARSTALGIA, LLC",4470 W Sunset Blvd Suite #583,Los Angeles,90027,2018-01-18,,34.0978,-118.2871
11147,0000786991-0001-2,H JEAN KELLY,1334 Barry Avenue,Los Angeles,90025,1980-03-15,,34.0473,-118.4577
11148,0002206558-0001-8,NICOLE BLAKESLEE,4444 Los Feliz Blvd #202,Los Angeles,90027,2006-09-05,,34.1121,-118.2862
11149,0002912177-0001-3,BRIGHTEYES OF CHILDRENS HOSPITAL LOS ANGELES,4650 W Sunset Blvd Unit #4,Los Angeles,90027,2012-10-17,,34.0975,-118.2911
11150,0002563456-0001-3,SPARK INTERNATIONAL FUND INC,2522 Hyperion Avenue,Los Angeles,90027,2011-04-15,,34.1052,-118.2729
11151,0000820894-0001-1,CYNTHIA MORELAND,1801 Hollyvista Avenue,Los Angeles,90027,1999-01-01,,34.1017,-118.2772
11152,0002980905-0001-4,DANIEL JELINEK,4320 1/2 Beagle Street,Los Angeles,90032,2017-03-14,,34.0792,-118.1913
11153,0002829729-0001-5,PAITOON THANTERAPHONG,5255 Hollywood Blvd,Los Angeles,90027,2015-04-09,,34.1017,-118.305
11154,0000008955-0001-1,YOMIURI NEWS INC,11601 Wilshire Blvd Suite #1660,Los Angeles,90025,1992-03-30,,34.0509,-118.46
11155,0002097958-0001-4,NANCY GERRISH,4032 Holly Knoll Drive,Los Angeles,90027,2003-06-01,,34.1075,-118.2791
11156,0002901770-0001-7,MLXX LLC,5151 State University Drive,Los Angeles,90032,2016-04-07,,34.0624,-118.1716
11157,0002798551-0001-5,FOR PETS ONLY CORP,1903 Hillhurst Avenue,Los Angeles,90027,2015-01-02,,34.1054,-118.2874
11158,0003097513-0001-9,EDENDALE STRATEGIES CORP,3612 Lowry Road,Los Angeles,90027,2018-08-23,,34.117,-118.2772
11159,0000154502-0001-5,OLUFEMI C EMIOLA,1951 Malcolm Avenue #105,Los Angeles,90025,2002-01-10,,34.0484,-118.4329
11160,0000630202-0001-6,ALICE TOM/PETER TOM/PATRICIA TOM/LANA TOM/SHIRLEY TOM,1741 Purdue Avenue,Los Angeles,90025,1987-07-01,,34.0436,-118.4488
11161,0000014105-0001-5,TURNING POINT PICTURES,1256 S Westgate Avenue #8,Los Angeles,90025,2004-02-10,,34.0462,-118.4624
11162,0003010469-0001-4,PACKARD PRODUCTS LLC,4470 W Sunset Blvd #91083,Los Angeles,90027,2017-03-22,,34.0978,-118.2871
11163,0000966732-0001-7,ANNA TCHEMENIAN,5220 W Sunset Blvd,Los Angeles,90027,1999-08-01,2018-12-31,34.0981,-118.3037
11164,0000982615-0001-9,THE CENTER FOR THE PARTIALLY SIGHTED /C,12301 Wilshire Blvd #600,Los Angeles,90025,1999-09-17,,34.0427,-118.4691
11165,0002688587-0001-1,STICKY SNAIL PRODUCTIONS INC,5629 Berkshire Drive,Los Angeles,90032,2013-06-04,,34.0978,-118.1572
11166,0002784106-0001-1,BLURPLE INC,2067 N Vermont Avenue,Los Angeles,90027,2013-12-10,,34.1092,-118.2917
11167,0002484628-0001-2,JORGE A PULIDO,4441 Alpha Street,Los Angeles,90032,2010-02-08,,34.0969,-118.1601
11168,0003043397-0001-9,SOOK HEE LEE,1325 N Hobart Blvd,Los Angeles,90027,2017-01-01,,34.0958,-118.306
11169,0000662811-0001-8,LORENZO/ESTHER URIBE,4505 Avalon Blvd,Los Angeles,90011,1990-12-01,,34.0021,-118.2652
11170,0002600349-0001-1,JERONIMO ESTRADA,5315 1/2 Edna Street,Los Angeles,90032,2011-08-16,,34.0839,-118.168
11171,0000254004-0001-9,CONSTANCE KAPLAN MFCC,1950 Sawtelle Blvd #355,Los Angeles,90025,1996-01-03,,34.0417,-118.4443
11172,0002862181-0001-6,PRIZEO US LLC,11601 Wilshire Blvd Suite #210,Los Angeles,90025,2012-12-24,,34.0509,-118.46
11173,0000910190-0001-5,SCHOOL UNIFORMS USA INC,5065 Hollywood Blvd #202,Los Angeles,90027,2001-01-01,,34.1017,-118.2997
11174,0002943218-0001-1,LAVENTA EIO LP,4419 Stanford Avenue,Los Angeles,90011,2016-05-23,,34.0033,-118.2643
11175,0002853009-0001-6,TITO JOSE AGUILAR NIEVES,4973 Huntington Drive N,Los Angeles,90032,2015-09-04,,34.0879,-118.1743
11176,0002977157-0001-1,LOURDES TORRES,5339 Ascot Avenue,Los Angeles,90011,2017-03-28,,33.9944,-118.2503
11177,0002622142-0001-0,CONSTANTINO VALLE,1262 E 27Th Street,Los Angeles,90011,2008-04-30,,34.0161,-118.2517
11178,0002503701-0002-7,UNIVERSAL COMMUNITY HEALTH CENTER,2801 S San Pedro Street,Los Angeles,90011,2015-06-01,,34.0198,-118.2624
11179,0002983214-0001-8,VICTOR MANUEL RIVAS / MARTIN ARMANDO RIVAS,2532 S Central Avenue,Los Angeles,90011,2017-06-01,,34.0188,-118.2545
11180,0000265593-0001-1,MARSHALL M LITCHMANN,1627 Pontius Avenue,Los Angeles,90025,1972-08-01,,34.0484,-118.4458
11181,0002706992-0001-5,NUPOVSKI INC,1960 N Normandie Avenue,Los Angeles,90027,2012-04-09,,34.1069,-118.3002
11182,0000683513-0001-2,GIL AN/HI BOCK HONG,4800 Compton Avenue,Los Angeles,90011,1988-11-01,,34.0001,-118.2477
11183,0003028551-0001-7,MAGDALENA FRITCH,3724 Hellman Avenue,Los Angeles,90032,2015-01-01,,34.0887,-118.1845
11184,0002935608-0001-8,PURLEY SOUNDS LLC,2525 Hyperion Avenue #4,Los Angeles,90027,2011-01-01,,34.1051,-118.2734
11185,0002854286-0001-5,MSA CAPITAL GROUP LLC,2538 Hyperion Avenue Suite #6,Los Angeles,90027,2012-01-01,,34.1054,-118.2728
11186,0002732721-0001-9,FEDERAL TOWERS LLC,1729 Federal Avenue,Los Angeles,90025,2013-01-01,,34.0421,-118.4517
11187,0003095713-0001-1,PARADISE CITY MUSIC LLC,5009 Hollywood Blvd,Los Angeles,90027,2019-02-15,,34.1019,-118.2985
11188,0000955462-0001-0,MOTHERS NUTRITIONAL CENTER INC,4353 S Central Avenue,Los Angeles,90011,1999-02-26,,34.0047,-118.2564
11189,0002735571-0001-2,TWELVE STRAND MEDIA LLC,1727 Winona Blvd,Los Angeles,90027,2013-01-27,,34.1022,-118.302
11190,0002547982-0001-3,URSE LLC,2001 S Barrington Avenue,Los Angeles,90025,2010-03-01,,34.037,-118.4502
11191,0002545730-0001-5,OONA MEKAS,3823 Evans Street #4,Los Angeles,90027,2011-01-01,,34.1071,-118.2746
11192,0002073073-0001-3,STEAVEN JONES DEVELOPMENT CO INC,12381 Wilshire Blvd Suite #201,Los Angeles,90025,2003-09-01,,34.042,-118.47
11193,0002303619-0001-0,TRAVIS PRESTON,4337 Kingswell Avenue,Los Angeles,90027,2004-10-01,,34.1027,-118.2838
11194,0000040710-0001-5,ASHOT ABRAMYAN,4036 Cumberland Avenue,Los Angeles,90027,1991-05-18,,34.0991,-118.2794
11195,0002925648-0001-6,"THE REAL COCONUT CO, INC",11601 Wilshire Blvd Suite #500,Los Angeles,90025,2016-08-01,,34.0509,-118.46
11196,0002761895-0001-2,CARLOS ASTORGA CARRILLO,2720 Compton Avenue,Los Angeles,90011,2014-07-14,,34.0139,-118.2477
11197,0002546678-0001-5,H H CORPORATION,2460 N Eastern Avenue,Los Angeles,90032,2003-09-11,,34.075,-118.1802
11198,0002413588-0001-4,COLEMAN HOUGH,2306 Observatory Avenue,Los Angeles,90027,2008-12-01,,34.1138,-118.2844
11199,0002812318-0001-7,MAD OLIVE PRODUCTIONS INC,12424 Wilshire Blvd Suite #1150,Los Angeles,90025,2012-05-29,,34.0415,-118.4707
11200,0002486367-0001-2,ALMAS LLC,1421 Amherst Avenue,Los Angeles,90025,2009-08-01,,34.0409,-118.4654
11201,0002655685-0001-0,KRISTINE PAPAZYAN,1833 N Edgemont Street Unit #9,Los Angeles,90027,2011-07-01,,34.1041,-118.2961
11202,0002573931-0001-1,JASMIN DANESHGAR,12222 Wilshire Blvd,Los Angeles,90025,2012-03-01,2018-12-31,34.043,-118.4687
11203,0002715697-0001-2,NAVY COURT INC,1871 Talmadge Street,Los Angeles,90027,2013-10-15,,34.1047,-118.283
11204,0002928827-0001-2,KENNETH MCKINNIE,1261 S Westgate Avenue,Los Angeles,90025,2016-06-01,,34.0456,-118.4622
11205,0002594038-0001-9,SUWATANA SUGRAKANCHANA,1836 N New Hampshire Avenue Unit #106,Los Angeles,90027,2012-01-09,,34.1046,-118.2929
11206,0002720872-0001-9,JASON KWONG,2803 Budau Avenue,Los Angeles,90032,2013-06-01,,34.0773,-118.1748
11207,0002932908-0001-1,BLACKBEARDS CRAFTS,1820 Sawtelle Blvd,Los Angeles,90025,2016-07-02,,34.0437,-118.4459
11208,0002886452-0001-6,MARC VESTA,12203 Idaho Avenue #204,Los Angeles,90025,2016-02-09,,34.0382,-118.4625
11209,0003001382-0001-2,CARLOS RAMOS,1137 E 33Rd Street,Los Angeles,90011,2015-01-01,,34.0139,-118.2556
11210,0002166523-0001-7,ROBERT ACKERMANN,11040 Santa Monica Blvd Suite #320,Los Angeles,90025,2006-07-14,,34.0479,-118.4428
11211,0003051403-0001-8,URSULA TRIMMING,12400 Wilshire Blvd #400,Los Angeles,90025,2015-01-01,,34.0417,-118.4699
11212,0000163438-0001-4,ISMAEL SANCHEZ,1644 N Hoover Street,Los Angeles,90027,1994-01-01,,34.101,-118.2839
11213,0002756450-0001-2,MELANIE CURRIE OHARA,1535 S Carmelina Avenue,Los Angeles,90025,2013-08-14,2018-12-31,34.0374,-118.4647
11214,0002951827-0001-1,SHAFIKA M ELBAILY,5513 S Central Avenue,Los Angeles,90011,2017-01-01,,33.9922,-118.2568
11215,0002453506-0001-1,KARINA WILSON,5347 Russell Avenue,Los Angeles,90027,2007-06-01,,34.1042,-118.3055
11216,0000497425-0001-1,4609 KESTER LLC,1516 S Bundy Drive Suite #300,Los Angeles,90025,2005-01-15,,34.04,-118.4626
11217,0002670374-0001-3,RING FINANCIAL INC,11050 Santa Monica Blvd Floor #3Rd,Los Angeles,90025,2013-01-01,,34.0477,-118.4428
11218,0002484954-0001-0,ERNESTO ANDRADE,5407 S Central Avenue,Los Angeles,90011,2010-01-01,,33.9932,-118.2564
11219,0000187734-0001-2,HANNA F SHAMMAS,1961 Cummings Drive,Los Angeles,90027,1979-06-04,,34.1062,-118.3019
11220,0002732406-0001-0,HYDO CHANG,4211 Russell Avenue,Los Angeles,90027,2011-02-24,,34.1045,-118.2814
11221,0002665009-0001-6,ZINGO TACOS AL CARBON INC,5234 Valley Blvd,Los Angeles,90032,2013-02-27,,34.0733,-118.1701
11222,0002638182-0001-4,NORBERTO HUERTA,825 1/2 E 27Th Street,Los Angeles,90011,2009-01-01,,34.0196,-118.2595
11223,0000791034-0001-1,DIANA TAYLOR PHD,10780 Santa Monica Blvd #250,Los Angeles,90025,1989-07-15,,34.0503,-118.4342
11224,0000575573-0001-7,LUCIO NICOLODI LLC,2110 Cotner Avenue,Los Angeles,90025,2001-10-01,,34.0405,-118.4404
11225,0002752351-0001-0,STELLAR FILMS LLC,4715 Los Feliz Blvd,Los Angeles,90027,2014-04-25,,34.1109,-118.2923
11226,0000436707-0001-2,FILIBERTO LEPE,4071 S Central Avenue,Los Angeles,90011,2004-02-02,,34.0097,-118.2565
11227,0000482191-0001-1,"THIRD COAST PRODUCTIONS, INC",12400 Wilshire Blvd Suite ##1275,Los Angeles,90025,1997-08-08,,34.0418,-118.4702
11228,0000146420-0001-3,2100 BROADWAY LLC,116 E 21St Street,Los Angeles,90011,1997-08-12,,34.0288,-118.2658
11229,0002669724-0001-7,JUSTIN CORDOVA,3405 Lowell Avenue,Los Angeles,90032,2011-01-01,,34.085,-118.1623
11230,0003110154-0001-9,TOREM & ASSOCIATES A PROFESSIONAL LAW CORP,1607 Pontius Avenue,Los Angeles,90025,2019-01-02,,34.0484,-118.4462
11231,0002658156-0001-4,SUKANYA VIPAWAWAYROJ,1318 N New Hampshire Avenue #1,Los Angeles,90027,2012-05-07,,34.0957,-118.2928
11232,0002595030-0001-0,YONG HWAE KOO,4370 Camero Avenue,Los Angeles,90027,2009-01-01,,34.1008,-118.2851
11233,0000164015-0001-8,TELMAR INFORMATION SERVICES CORP,11601 Wilshire Blvd #500,Los Angeles,90025,1976-06-01,,34.0507,-118.4592
11234,0002971319-0001-8,MAS REAL CONSTRUCTION INC,1254 E Adams Blvd,Los Angeles,90011,2017-03-03,,34.0166,-118.251
11235,0002381322-0001-3,"THE MULLICAN GROUP, LLC",3425 Lambeth Street,Los Angeles,90027,2006-03-01,,34.1167,-118.2729
11236,0002986799-0001-2,STUDIO AWESOME LLC,1838 N Western Avenue,Los Angeles,90027,2017-05-17,,34.1045,-118.3091
11237,0002697575-0001-8,ALLERGY RESEARCH FOUNDATION,10780 Santa Monica Blvd Suite #280,Los Angeles,90025,2013-08-13,,34.0503,-118.4342
11238,0002409355-0016-9,ROBERT V LOPEZ,4701 S Central Avenue,Los Angeles,90011,2010-03-11,,34.0008,-118.2564
11239,0002912329-0001-1,FRANCISCO GONZALEZ,5414 Fortuna Street,Los Angeles,90011,2016-05-27,,33.9938,-118.2455
11240,0002782335-0001-0,"A-1 FIRE SPECIALISTS, INC.",1241 Amherst Avenue Unit #3,Los Angeles,90025,2014-11-01,,34.0427,-118.4675
11241,0002064863-0001-6,SHAPIRO & SHAPIRO ET AL,4310 Finley Avenue,Los Angeles,90027,1981-01-01,,34.1077,-118.2834
11242,0002672333-0001-9,PEARL WIBLE,4470 W Sunset Blvd #234,Los Angeles,90027,2012-01-01,,34.0979,-118.2867
11243,0000081240-0001-8,JOSE C GUTIERREZ,4756 S Central Avenue,Los Angeles,90011,1993-07-01,,34.0005,-118.2564
11244,0002312248-0001-2,GERARDO AND PATRICIA GARCIA,838 E 33Rd Street,Los Angeles,90011,2004-07-01,,34.015,-118.2621
11245,0002935396-0001-7,SHERVIN YOUSEFIAN,1709 S Westgate Avenue #12,Los Angeles,90025,2014-01-01,,34.0391,-118.4568
11246,0002078422-0001-0,MARTIN PARTNERSHIP,1658 Colby Avenue,Los Angeles,90025,2000-01-01,,34.0439,-118.4518
11247,0002951820-0001-9,BRANDON CROWDER,1826 N Harvard Blvd #6,Los Angeles,90027,2014-01-01,,34.1044,-118.3046
11248,0002921459-0001-9,FABIO J PORTILLO,1549 E 56Th Street,Los Angeles,90011,2016-07-11,,33.9923,-118.246
11249,0002314098-0001-9,CONSUELO MENDEZ,1416 3/4 N Serrano Avenue,Los Angeles,90027,2004-01-01,,34.0969,-118.307
11250,0002211203-0001-2,JAIME PAVEZ,1862 Pandora Avenue,Los Angeles,90025,2004-07-01,,34.0545,-118.424
11251,0002802862-0001-2,JRAD MANAGEMENT LLC,461 E 27Th Street,Los Angeles,90011,2014-06-10,,34.0217,-118.2642
11252,0002805969-0001-4,VERNON 2014 LLC,1185 E Vernon Avenue,Los Angeles,90011,2014-07-01,,34.0039,-118.2545
11253,0002064511-0001-4,JUAN & ERLINDA DI MAIO,419 E Adams Blvd,Los Angeles,90011,1980-01-01,,34.0228,-118.2641
11254,0002215657-0001-1,NORA E AVILA,4359 Avalon Blvd,Los Angeles,90011,2006-09-01,,34.0046,-118.2652
